sentence,difficulty
"Dans son ouvrage, Mitra-Varuna, Dumézil signale qu'aux Indes comme à Rome, il y a deux manières pour le pouvoir viril de s'affirmer : en Varouna et Romulus, dans les Gandharvas et les Luperques, il est agression, rapt, désordre, hybris ; alors la femme apparaît comme un être qu'il faut ravir, violenter ; les Sabines ravies se montrent stériles, on les fouette avec des lanières en peau de bouc, compensant par la violence un excès de violence. Mais Mitra, Numa, les Brahmanes et les Flamines assurent au contraire l'ordre et l'équilibre raisonnable de la cité : alors la femme est liée au mari par un mariage aux rites compliqués et, collaborant avec lui, elle lui assurela domination de toutes les forces femelles de la nature ; à Rome, si la flamina meurt, le flamen dialis se démet de ses fonctions.",C2
"Les occasions d'opposition, dues aux différences de culture, sont plus nombreuses.",C2
Je marchais avec orgueil au milieu des hommes ; je promenais sur eux un regard dominateur,C2
"Pour réparer cette erreur, Prométhée offre la technique aux Hommes, ainsi que le feu",C2
"Après quelques phrases banales, je lui parlai, en déguisant mon trouble, du départ subit d'Ellénore.",C2
Malgré ces efforts la question de la pertinence de la valeur comptable des entreprises reste toujours d'actualité car il n'y a pas de norme aujourd'hui sur la valeur liée aux actifs intangibles et plus particulièrement aux connaissances,C2
"Je m'élançais au-devant de la nature, pour la remercier du bienfait inespéré, du bienfait immense qu'elle avait daigné m'accorder.",C2
"Dès que j'eus dégusté mon repas, je me sentis apaisé.",C2
"Tout à coup, il y eut un hurlement, un craquement parmi les branches, et un petit homoncule rose arriva vers nous en poussant des cris.",C2
"Plusieurs études ont démontré que l'écobilan des modules photovoltaïques (énergie grise. Émission du gaz à effet de serre.) est relativement positif, comparé à d'autres filières de production d'énergie.",C2
"Une fois ces déclencheurs identifiés, il faut alors élaborer des stratégies pour les éviter ou y faire face.",C2
"On constate, en outre, que la chauve-souris peut voler malgré l'ablation d'une notable étendue de la membrane de ses ailes, pourvu que la partie restante corresponde aux espaces interdigitaux.",C2
Les résultats de deux études sur les métriques utilisées par les entreprises pour évaluer leur capital intellectuel,C2
"De plus, l'évolution dans le temps des phénomènes engendre davantage des changements absolus dans les données que des changements relatifs impliquant des modifications du classement des cantons, aspect plus important dans une démarche de comparaison transversale comme la nôtre.",C2
"Comme avec Les sorcières sont NRV (Ecole des loisirs), qui n'ont pas pris une ride depuis 1988, et où articles, adverbes et pronoms entrent dans une danse endiablée, ou encore avec LFHE la sorcière (Ecole des loisirs), où cette fois ce sont les adjectifs qui sont prestidigitisés",C2
Un passager peut se tenir à califourchon derrière le pilote si la motocyclette est conçue pour.,C2
"Mais on entendit trois coups sur la scène; un roulement de timbales commença, les instruments de cuivre plaquèrent des accords, et le rideau, se levant, découvrit un paysage.",C2
"On ne pouvait citer aucune action condamnable ; on ne pouvait même m'en contester quelques-unes qui semblaient annoncer de la générosité ou du dévouement ; mais on disait que j'étais un homme immoral, un homme peu sûr : deux épithètes heureusement inventées pour insinuer les faits qu'on ignore, et laisser deviner ce qu'on ne sait pas.",C2
"Il entendait dans toute cette vaste maison une rumeur confuse, ce bruissement des grands restaurants fait du bruit des vaisselles et des argenteries heurtées, du bruit des pas rapides des garçons adouci par le tapis des corridors, du bruit des portes un moment ouvertes et qui laissent 147 échapper le son des voix de tous ces étroits salons où sont enfermés des gens qui dînent.",C2
"Comme pour les autres sciences, la démarche des enseignants intéressés par les ressources pédagogiques et les formations de La Main à la pâte est une démarche volontaire.",C2
"Pour conjurer les deux mois de vacances, ils achètent donc leur potion en librairie pour un investissement moyen de 7 euros",C2
Cette situation est d'autant plus préoccupante que la part de création de valeur des entreprises issue de la valorisation de ces actifs intellectuels est jugée par certains comme dépassant actuellement celle générée par les actifs matériels,C2
"Les types de dette comprennent les leasings pour véhicule, les petits crédits ou crédits à la consommation, les achats par acomptes, les dettes auprès de la famille ou des amis, les hypothèques sur résidence secondaire, les arriérés de paiement ainsi que les comptes à découvert et les factures impayées sur les cartes de crédit.",C2
"Après la transfusion, le sang provenant d'un don de sang complet ou d'un don par aphérèse est congelé à une température de moins 30 degrés Celsius et est mis en quarantaine.",C2
"Cet indice, basé sur la formule de Herfindahl‐Hirschmann utilisée dans le domaine de l'économie comme mesure de la concentration du marché, représente dans notre cas le degré de fragmentation, ou vice‐versa de consolidation, de la structure institutionnelle des cantons.",C2
"Ça vous débagoule des raisons, des accusations, des syllogismes, des calomnies, des paroles à rendre fou !",C2
"Le deuxième profil représente les cantons qui ont des instruments de contingentement spatial à l'apparence similaires à ceux du premier groupe, mais qui sont utilisés avec une précision moindre et ouvrant plus facilement la porte à des exceptions et à des modifications des limites des zones constructibles.",C2
"Il n'engendre aucun mouvement alternatif, ce qui réduit les transformations de mouvement, les frottements, les vibrations et le bruit.",C2
"Il existe effectivement, des êtres humains qui possèdent une quantité de pouvoir importante et qui contraignent l'humanité à travailler en créant un cercle vicieux qui fait du travail une nécessité pour accéder à ses propres désirs",C2
"Une table carrée, de quatre couverts, étalait sa nappe blanche, si luisante qu'elle semblait vernie ; et les verres, l'argenterie, le réchaud brillaient gaiement sous la flamme de douze bougies portées par deux hauts candélabres.",C2
"Dès que nous eûmes reçu de ses nouvelles, nous fûmes soulagés",C2
"C'est ce que tâcherait de concevoir une pensée véritablement complexe, inspirée d'Edgar Morin, qui aurait conscience des liens unissant chaque chose.",C2
Bien vite mon intelligence rétablissait entre les éléments la séparation que mon impression avait abolie.,C2
"Comme tant d'autres aussi, faute de s'être pliée à des convenances factices, mais nécessaires, elle avait vu ses espérances trompées, sa jeunesse passer sans plaisir ; et la vieillesse enfin l'avait atteinte sans la soumettre.",C2
"En effet, le risque pour un homme comme Calliclès décidant de mener une vie intempérante et désordonnée est de devenir l'esclave de ses propres passions et désirs",C2
Les divers modèles de suspensions nécessitent de bons réglages car la moindre perte d'adhérence peut amener à la perte de contrôle de la moto; elles ont évolué avec le temps.,C2
"Ovoïde et renflée de baleines, elle commençait par trois boudins circulaires ; puis s'alternaient, séparés par une bande rouge, des losanges de velours et de poils de lapin ; venait ensuite une façon de sac qui se terminait par un polygone cartonné, couvert d'une broderie en soutache compliquée, et d'où pendait, au bout d'un long cordon trop mince, un petit croisillon de fils d'or, en manière de gland.",C2
"Prolongation de la vie, retard de la vieillesse, cessation des douleurs, moyens pour corriger les défauts naturels ou pour exalter les facultés intellectuelles, etc. : à faire luire tant de vains espoirs, ils ont fait naître un si violent préjugé contre toutes nouveautés de ce genre qu'elles en sont maintenant discréditées au point que nul mortel, même courageux, ne se hasarderait à entreprendre quelque chose de semblable.",C2
"Sa famille, assez illustre en Pologne, avait été ruinée dans les troubles de cette contrée.",C2
"Confronté avec rien de pire qu'un général en cuir crissant et ces mouvements légèrement percutants qui sont communs aux personnages militaires, lesquels semblent aspirer l'air au- dedans, sentent la poudre à canon et la chair de cheval, et, bien que léthargiques, ont l'air prêts à participer à une guerre encore indéterminée (type d'hommes pour lequel Hedwige s'était senti beaucoup d'inclination), Guido avait été secoué d'un tremblement invisible.",C2
Bienheureux le quidam que voilà débarrassé de cette peur originelle d'échouer et de faire faux,C2
"Un visage humain est projeté sur un masque de plastique et s'adapte à son interlocuteur (rire, larmes, dédain, gêne, neutre.)",C2
"Mus par un cartésianisme extrémiste, les programmes sont concentrés sur la grammaire et l'apprentissage de règles théoriques, et se fondent principalement sur la mémorisation",C2
"Mais elle prenait ses racines dans la quête forcenée que les habitants d'un petit cap tempéré de l'Asie menèrent pour des produits lointains, surtout tropicaux.",C2
"Et, pour finir, cet aphorisme redoutable, maître-mot de la pensée de la complexité : ""Tout ce qui isole un objet détruit sa réalité même6.",C2
Soixante associations de défense de l'environnement et de solidarité sociale ont mis en garde contre une possible exclusion de l'obligation de rénovation énergétique des logements dans la future loi sur le climat.,C2
"En effet, l'atmosphère était imprégnée d'une forte odeur de fraichin.",C2
"Pour presque chaque pays, on peut en gros dessiner le schéma suivant: la cour est normalement le centre du goût, des manières et des idées venues de France et certaines de ces attitudes sont imitées par les solliciteurs qui gravitent autour de l'aristocratie et le haut personnel domestique.",C2
"Les classes préparatoires scientifiques, littéraires et commerciales, étendues à l'ensemble du territoire national, constituent un passage obligé pour leurs concours.",C2
"Genre de plantes de la pentandrie trigynie et de la famille des portulacées, dont les caractères consistent : en un calice infundibuliforme, à limbe divisé en cinq parties.",C2
"D'ici là, ""l'infosphère"" continuera son expansion vertigineuse ; la masse de connaissances double déjà tous les deux ans.",C2
"Moyennant deux cents francs par an, il trouva donc à louer dans un village, sur les confins du pays de Caux et de la Picardie, une sorte de logis moitié ferme, moitié maison de maître ; et, chagrin, rongé de regrets, accusant le ciel, jaloux contre tout le monde, il s'enferma dès l'âge de quarante-cinq ans, dégoûté des hommes, disait-il, et décidé à vivre en paix.",C2
Je ne vois aucune contradiction entre la promotion des langues régionales et la défense du français,C2
"Au bout du petit matin, l'échouage hétéroclite, les puanteurs exacerbées de la corruption, les sodomies monstrueuses de l'hostie et du victimaire, les coltis infranchissables du préjugé et de la sottise, les prostitutions, les hypocrisies, les lubricités, les trahisons, les mensonges, les faux, les concussions - l'essoufflement des lâchetés insuffisantes, l'enthousiasme sans ahan aux poussis surnuméraires, les avidités, les hystéries, les perversions, les arlequinades de la misère, les estropiements, les prurits, les urticaires, les hamacs tièdes de la dégénérescence. Ici la parade des risibles et scrofuleux bubons, les poutures de microbes très étranges, le poisons sans alexitère connu, les sanies de plaies bien antiques, les fermentations imprévisibles d'espèces putrescibles.",C2
"De fait, en scindant son enseignement supérieur en deux systèmes concurrents, la France a créé une hiérarchie dans toutes les têtes: la grande école est synonyme de réussite, l'université de rebut.",C2
"Toutes ses velléités de dénigrement s'évanouissaient sous la poésie du rôle qui l'envahissait, et, entraînée vers l'homme par l'illusion du personnage, elle tâcha de se figurer sa vie, cette vie rétentissante, extraordinaire, splendide, et qu'elle aurait pu mener cependant, si le hasard l'avait voulu.",C2
"Si quelques-uns échappent à cette destinée générale, ils renferment en eux-mêmes leur dissentiment secret ; ils aperçoivent dans la plupart des ridicules le germe des vices : ils n'en plaisantent plus, parce que le mépris remplace la moquerie, et que le mépris est silencieux.",C2
Tu mangeas les petits fruits dès que tu les eus cueillis,C2
"Quand Ulysse fut parti, Pénélope demeura pensive.",C2
"Néanmoins, l'existence d'êtres divins n'étant pas un fait prouvé on peut rester sceptique sur les origines du travail relatées précédemment",C2
Il était urgent qu'il changeât ses essuie-glaces.,C2
"Son rêve, en chassant l'histoire de l'histoire elle-même, est d'aboutir à un frottement régulier, sans frottement ni cahot, qui s'incarne dans la roue et la trajectoire circulaire, leitmotiv et poncif de toutes les Expositions universelles, depuis la Grande Roue de Ferris jsuqu'au gyrotron en passant par le tapis roulant circulaire de Paris 1900 et le Rocket Ship de New York 1939.",C2
"De plus, nous assistons aussi à la perte d'une caractéristique ô combien essentielle et salvatrice pour notre espèce : la faculté d'empathie",C2
"Mais d'autres pourront préférer L'Assassin des échecs (Le Pommier) ou Les Annales du Kangourou (Editions du Kangourou)""",C2
"Comme le signale l'expression ""lingua franca"", le français a été pendant très longtemps la langue internationale, eu égard à notre rayonnement politique aussi bien que culturel",C2
"On les voit arriver de leur pas alenti, suçant de leurs lèvres crispées la courte pipe de terre brune, dont ils secouent la cendre sur leur pouce",C2
"Ce constat s'appuie d'abord sur des observations sur des animaux dits ""axéniques"", dont la flore intestinale est absente (ce qui est le cas lorsque l'animal naît par césarienne).",C2
Nous lisions ensemble des poètes anglais ; nous nous promenions ensemble.,C2
"Néanmoins, l'industrie photovoltaïque peut encore améliorer la performance environnementale de ses produits.",C2
Le jardin commença à fleurir après qu'il se fut mis à faire chaud,C2
Débuter la journée par un premier repas organisé autour d'une de ces boissons dopantes que l'on sucre peut sembler passablement anecdotique.,C2
"Et puis en outre, ça me paraît être un moyen prometteur pour lutter contre les inégalités et le décrochage scolaire.",C2
"Je lui écrivisse la suppliai de m'accorder une dernière entrevue ; je lui peignis en termes déchirants mon désespoir, les projets funestes que m'inspirait sa cruelle détermination.",C2
L'origine politique du sens moderne du mot Europe est claire: on est parvenu à l'idée d'Europe à partir de la notion d'équilibre européen.,C2
"Quand tu eus appelé à l'aide, ils vinrent nous porter secours",C2
"Le conducteur, appelé cyclomotoriste, motard ou motocycliste, y est assis à califourchon sur la selle, les mains tiennent le guidon et les pieds sont sur des repose-pieds.",C2
L'incompétence linguistique des responsables français est une blague récurrente des sommets européens tout comme des grandes entreprises internationales,C2
"Un aspect qui différencie ces deux premiers profils cantonaux des autres, c'est le caractère de ""planification positive"" qu'ont ces instruments de contingentement spatial : ils indiquent un objectif, un état souhaitable en termes d'extension maximale des surfaces urbanisées à un horizon temporel donné.",C2
